Locus	5_MIN_AVG	15_MIN_AVG	30_MIN_AVG	60_MIN_AVG
b3598	0.135	0.1	0.115	0.23
b3599	0.2625	0.165	0.16	0.2675
b3600	0.6925	0.7625	0.805	1.065
b3601	0.79	0.7625	0.7	0.95
b3602	1.665	1.62	1.795	1.75
b3603	0.0975	0.1075	0.265	0.625
b3604	0.1925	0.165	0.24	0.765
b3605	0.4425	0.27	0.44	0.8325
b3606	4.0475	5.075	4.24	4.0625
b3607	0.9925	0.97	0.995	1.14
b3608	0.835	1.155	1.16	1.195
b3609	0.465	0.5775	0.5	0.5825
b3610	0.6975	0.725	0.81	0.915
b3611	0.6225	0.745	0.845	0.76
b3612	3.4025	2.7125	1.5	1.4825
b3613	1.6225	2.095	2.09	1.3325
b3614	3.2425	3.87	4.185	3.655
b3615	1.13	0.995	0.76	1.19
b3616	0.6975	0.5025	0.675	0.7025
b3617	0.475	0.57	0.625	0.51
b3618	1.04	0.9975	1.3	2.03
b3619	1.79	2.205	1.985	1.73
b3620	1.71	2.1525	2.095	2.01
b3621	1.305	2.5275	1.725	1.555
b3622	1.3325	1.035	1.52	2.7925
b3623	0.9575	0.725	0.585	1.97
b3624	1.3325	0.7275	0.83	2.4825
b3625	1.0875	0.775	0.82	1.875
b3626	1.47	1.025	1.78	3.0075
b3627	0.905	0.725	0.88	2.3675
b3628	0.92	0.725	0.855	1.875
b3629	1.0425	0.805	1.195	2.0675
b3630	1.1775	0.985	1.39	2.1775
b3631	0.9425	1.1325	1.405	2.0375
b3632	1.0425	0.9575	1.045	1.42
b3633	2.055	3.0425	2.66	1.9925
b3634	1.79	2.43	2.175	2.545
b3635	1.65	2.515	3.2	2.28
b3636	1.675	1.395	1.735	3.07
b3637	1.5725	2.0675	2.39	2.385
b3638	2.27	2.31	2.385	2.6225
b3639	2.935	3.915	5.315	3.7025
b3640	1.2275	1.0875	1.2	1.22
b3641	1.37	1.9375	1.5	1.505
b3642	4.265	11.2525	9.645	4.535
b3643	2.46	3.5025	2.99	2.255
b3644	1.6875	1.905	2.335	1.4225
b3645	0.7425	0	0	1.6
b3646	2.7225	2.42	2.755	4.72
b3647	0.4975	0.75	0.63	0.56
b3648	1.46	1.83	1.9	1.1925
b3649	1.145	1.4575	1.3	1.4875
b3650	1.86	1.8	1.78	2.465
b3651	1.7275	2.0675	1.865	2.0475
b3652	2.51	3.375	3.64	2.94
b3653	1.2125	1.39	1.715	2.375
b3654	2.1125	2.1375	2.065	2.13
b3655	0.715	0.74	0.685	0.83
b3656	0.81	0.64	0.875	1.065
b3657	0.8475	0.33	0.58	1.22
b3659	0.8675	0.67	1.3	1.44
b3660	0.9675	0.785	0.95	1.2825
b3661	1.465	1.7725	3.265	4.04
b3662	4.21	5.5325	11.35	13.3275
b3663	1.7325	1.8775	1.865	1.73
b3664	0.4925	0.4225	0.26	0.4425
b3665	0.805	1.0025	0.79	0.7125
b3666	0.1	0.07	0.04	0.0675
b3667	1.4825	1.6325	2.125	2.025
b3668	2.1075	1.8375	2.67	2.5325
b3669	1.0275	0.7825	0.95	1.0825
b3670	0.2725	0.0675	0.16	0.745
b3671	0.2	0.1175	0.26	0.545
b3673	1.3325	0.5025	1.135	0.49
b3674	0.065	0.06	0.07	0.155
b3675	0.65	0.7575	0.85	1.0675
b3676	0.8925	0.96	0.855	0.755
b3677	0.93	0.905	1.1	1.34
b3678	0.445	0	0	0.765
b3679	0.445	0.405	0.17	0.395
b3680	0.2775	0	0.005	0.415
b3681	1.2975	1.71	1.935	1.6425
b3683	0.785	0.875	0.665	1.19
b3683	0.79	0.4825	0.67	0.7325
b3684	1.01	1.2325	1.105	0.9475
b3685	0.705	0.5575	0.735	0.82
b3686	0.935	0.905	1.145	1.1475
b3687	0.765	0.6075	0.815	1.24
b3688	0.1825	0.1825	0.235	0.33
b3689	1.1925	1.0875	0.525	1.36
b3690	1.0075	0.985	0.545	1.2225
b3691	1.15	1.085	1.415	1.42
b3692	0.2775	0	0	0
b4340	0.91	1.18	1.75	2.1225
b4341	1.195	2.14	2.955	2.88
b4342	0.85	0.92	1.015	1.435
b4486	0.9675	0.8275	0.645	0.9425
b4486	1.325	1.0575	1.125	1.4275
b4345	2.9775	3.735	4.38	4.0425
b4346	1.905	1.365	1.08	3.5075
b4347	1.48	3.125	1.92	1.2725
b4348	0.975	0.3525	0	1.715
b4349	1.53	2.4825	1.9	1.565
b4350	0.62	0.59	0.645	0.5475
b4351	0.8125	0.9075	0.995	0.9775
b4352	1.1725	0.955	1.035	1.0075
b4353	1.115	1.1225	1.11	1.5375
b4354	1.1275	0.7525	1.075	1.3825
b4355	0.84	1.4025	1.17	0.7925
b4356	0.6825	0.59	0.755	0.6325
b4357	0.04	0.1075	0.11	0.095
b4358	1.035	1.0675	1.12	1.0625
b4359	0.75	0.6825	0.54	0.6525
b4360	1.4125	1.245	1.64	1.705
b4361	1.41	1.63	2.025	1.3525
b4362	0.9575	1.0775	1.065	0.765
b4363	0.945	0.83	0.93	0.73
b4364	1.2925	1.1775	1.24	1.295
b4365	0.3525	0	0	0
b4366	1.43	1.075	1.535	1.7925
b4367	0.96	1.4325	0.65	0.72
b4371	1.86	2.5525	2.31	1.6225
b4372	2.415	3.9	2.64	2.1225
b4373	1.405	3.1825	2.405	1.4525
b4374	1.425	2.5775	1.85	1.22
b4375	1.9625	2.4375	2.015	1.785
b4376	0.4475	0.2425	0.23	0.505
b4377	0.815	0.8175	0.815	1.2625
b4378	0.935	0.85	1.015	1.395
b4379	1.6225	1.55	1.89	1.5025
b4380	0.6075	0.7325	0.695	0.73
b4381	0.4975	1.5225	0.555	0.7225
b4382	0.7375	0.9025	0.98	0.9575
b4383	0.9725	1.485	1.435	0.87
b4384	1.1025	1.7775	0.865	0.74
b4385	0.7525	0.5875	0.8	1.2525
b4386	1.415	1.58	1.425	1.15
b4387	1.54	1.7425	1.535	1.285
b4388	1.17	1.145	1.485	1.5675
b4389	0.9525	1.315	1.62	1.4325
b4390	0.7725	0.81	1.065	1.39
b4391	1.475	1.7375	2.035	1.4125
b4392	0.545	0.52	0.57	0.6875
b4393	1.13	1.06	1.045	1.33
b4394	1.2425	1.68	1.995	2.1275
b4395	0.865	1.2125	0.78	1.1725
b4396	0.7875	0.6475	0.65	0.7325
b4397	1.0425	1.2025	1.43	1.3475
b4398	0.935	0.945	0.97	0.9725
b4399	0.95	0.7575	0.835	0.8275
b4400	0.7925	0.645	0.75	0.795
b4401	0.3425	0.395	0.415	0.435
b4403	0.88	0.94	1.03	1.435
b3334	1.72	0.365	1.275	1.5775
b3335	0.9725	1.3625	1.475	1.395
b3336	0.445	0.2625	0.27	0.3175
b3337	1.095	1.15	0.65	0.85
b3338	1.135	0.7525	0.825	1.05
b3339	1.0675	1.18	1.215	1.165
b3340	0.9975	1.1125	1.245	1.005
b3341	1.32	1.5875	1.47	1.39
b3342	1.15	1.21	1.01	1.1475
b3343	0.365	0.225	0.215	0.375
b3344	1.3275	1.1725	1.095	0.99
b3345	1.2925	1.3175	1.59	1.175
b3346	1.095	1.23	1.05	1.21
b3347	1.2775	1.065	1.315	1.74
b3348	1.485	2.3225	1.925	1.8675
b3349	0.865	0.94	1.04	1.425
b3350	1.04	0.9125	1.38	1.5275
b3351	0.675	0.575	0.84	1.0575
b3352	1.4025	2.0025	1.495	1.28
b3353	0.97	1.57	1.135	0.8175
b3354	1.155	1.535	1.31	1.27
b3355	1.035	1.095	1.295	1.435
b3356	0.7075	0.6875	0.82	1.2325
b3357	0.5275	0.575	0.86	0.8325
b3358	0.8475	0.8925	1.075	1.46
b3359	6.2375	3.3	1.675	2.07
b3360	1.535	2.36	2.065	1.9725
b3361	0.2825	0.3225	0.305	0.3075
b3362	0.1775	0.1775	0.165	0.28
b3363	0.665	0.575	0.43	0.7075
b3364	17.2425	38.69	54.02	14.9325
b3365	3.065	3.1975	1.975	1.745
b3366	2.7525	2.145	1.645	1.4
b3367	1.295	1.7375	1.535	0.8875
b3368	1.23	1.1775	1.185	0.8825
b3369	1.0775	0.9125	1.205	1.7075
b3370	0.435	0	0	0.4275
b3371	0.905	0.5625	0.525	0.56
b4474	1.62	1.7925	1.82	1.7825
b4474	0.835	0.96	1.06	1.065
b3374	1.5325	1.725	1.74	1.3175
b3375	1.2325	1.0875	1.05	1.0375
b3376	1.25	1.915	1.38	1.14
b3377	0.9125	0.525	0.565	0.8025
b3378	0.76	0.605	1.095	0.99
b3379	0.73	0.7575	0	0.99
b3380	0.8125	0.5225	0.24	1.005
b3381	0.085	0	0	0.475
b3382	0.52	1.2275	0.56	0.4775
b3383	0.0775	0.05	0.04	0.4275
b3384	0.9125	1.0675	0.885	1.7225
b3385	1.22	1.59	1.29	2.0475
b3386	1.555	1.8025	1.95	1.6625
b3387	1.0175	1.065	1.22	1.5775
b3388	1.0675	1.1975	1.35	1.5575
b3389	0.9225	0.95	1.125	1.255
b3390	1.3	1.44	1.415	1.37
b3391	1.1575	0.8825	1.775	1.93
b3392	0.76	0.98	0.47	0.825
b3393	0.985	0.82	1.125	0.8075
b3394	1.0225	1.65	0.915	0.9975
b3395	1.28	1.4875	1.58	1.305
b3396	2.23	3.095	2.22	1.6675
b3397	1.1475	1.5225	1.48	1.5575
b3398	0.765	0.92	1.175	1.2425
b3399	0.575	0.685	0.65	0.5475
b3400	0.7675	1.0375	0.93	1.0825
b3401	1.18	0.935	1.36	1.5475
b3402	0.8225	0.96	1.12	1.405
b3403	0.165	0.1025	0.135	0.085
b3404	0.8675	1.0825	0.955	0.72
b3405	0.5975	0.6275	0.64	0.525
b3406	0.91	0.8425	1.005	0.96
b3407	1.0875	1.3	1.585	1.495
b3408	3.55	3.6325	3.115	1.3475
b3409	3.07	3.79	1.415	1.1675
b3410	2.155	1.9775	1.315	1.3175
b3411	1.37	1.76	2.18	2.3575
b3412	1.535	1.5275	1.57	1.6475
b3413	1.3425	1.5325	1.585	1.015
b3414	0.925	2.6275	0.745	0.7775
b3415	0.33	0.295	0.16	0.5675
b3416	14.2725	1.1325	0.25	0.2375
b3417	15.255	1.385	0.33	0.23
b3418	0.0325	0.0225	0.03	0.1375
b4475	1.6125	1.0075	0.83	2.07
b3420	1.6275	1.7525	2.375	1.9925
b3421	1.065	0.565	0.61	1.035
b3422	1.225	1.46	0.7	0.775
b3423	1.785	1.9725	2.105	2.325
b3424	1.245	1.4275	1.595	1.8675
b3425	1.2775	1.54	1.37	1.095
b3426	0.3675	0.36	0.1	0.3125
b3427	1.34	1.3125	1.575	1.5175
b3428	0.485	0.245	0.35	0.865
b3429	0.9375	0.685	0.715	0.76
b3430	0.775	0.6225	0.735	1.0025
b3431	0.625	0.385	0.475	0.8275
b3432	0.785	0.5975	0.62	0.8175
b3433	0.88	0.7425	1.17	2.0175
b3434	2.0375	2.47	2.685	2.57
b4476	1.6725	1.6575	2.405	2.11
b4476	0	0	0	0.385
b3437	0.655	0.8275	0.625	0.8425
b3438	0.8725	0.7225	0.89	1.14
b3439	0.86	0.76	0.96	0.945
b3440	0.985	0.93	0.94	1.195
b3441	1.02	0.8425	1.215	1.425
b3442	0.3	0	0	0.8375
b3443	0.5625	0	0.52	0.3
b3446	1.155	1.5075	0.725	1.16
b3447	0.76	0.41	0.245	0.2525
b3448	0.3975	0.53	0.48	0.46
b3449	0.5725	0.5475	0.65	0.7075
b3450	0.1625	0.115	0.115	0.22
b3451	0.1525	0.11	0.15	0.195
b3452	0.085	0.0775	0.04	0.085
b3453	0.12	0.145	0.17	0.1875
b3454	0.705	0.6675	0.9	1.28
b3455	0.6875	0.84	0.95	1.2225
b3456	0.6775	0.665	0.835	1.085
b3457	0.975	0.85	1.085	1.31
b3458	0.735	0.7775	0.765	1.0425
b3459	1.7275	1.4375	1.59	2.1225
b3460	0.72	0.4625	0.55	0.54
b1652	1.88	2.6775	1.975	1.6325
b1653	1.515	2.7075	2.125	1.0425
b1654	0.9875	1.3575	1.57	2.575
b1655	0.75	0.7525	0.8	1.045
b1656	0.9375	1.2975	1.42	1.51
b1657	3.775	3.965	5.34	5.7975
b1658	1.1175	0.955	1.08	1.18
b1659	1.285	1.585	1.285	1.7775
b1660	2.1275	2.435	2.125	1.36
b1661	0.45	0.275	0.355	0.525
b1662	1.11	1.1375	1.385	1.765
b1663	1.1625	1.1125	1.205	0.7275
b1664	0.6525	0.84	0.855	0.7575
b1667	0.9425	0.8875	0.865	1.0475
b1668	0.575	0.7875	0.455	0.615
b1669	1.1725	1.2975	1.46	0.9175
b1670	0.95	0.8675	0.985	1.0425
b1671	0.7475	0.7425	1.075	0.8875
b1672	1	0.4625	0.26	0.71
b1673	0.28	0.855	0.01	0.1175
b1674	0.9175	1.785	0	0.4825
b1675	0.68	0.6525	0.955	1.605
b1676	2.08	1.4475	1.055	0.7425
b1677	0.735	0.53	0.875	1.2225
b1678	0.345	0.765	0.5	0.8075
b1679	0.66	0.8825	0.56	0.545
b1680	0.6175	0.645	0.42	0.47
b1681	0.835	0.79	0.525	0.5775
b1682	0.79	0.995	0.59	0.4375
b1683	0.8675	0.8725	0.58	0.61
b1684	0.5325	0.675	0.375	0.535
b1685	3.055	3.55	1.395	1.385
b1686	1.01	0.96	1.32	0.9775
b1687	0.865	0.7475	0.905	0.905
b1688	1.11	1.035	1.195	1.55
b1689	0.17	0.095	0.065	0.2225
b1690	0.4575	0.1775	0.115	0.3275
b1691	0.55	0	0	0.2625
b1692	0.8225	0.1425	0.005	0.5725
b1693	0.9875	0.91	1.3	0.97
b1694	0.405	0.2725	0.555	0
b1695	0.9775	0.6725	0.795	1.1375
b1696	0.5075	0.22	0.48	1.1375
b1697	1.39	2.345	1.57	1.19
b1698	1.215	0.96	1.245	0.985
b1699	1.095	1.285	1.11	1.125
b1700	0.8025	0.71	0.795	1.3575
b1701	1.315	1.685	1.54	1.2825
b1702	0.135	0.4875	0.6	0.425
b1703	0.845	0.8125	1.035	0.91
b1704	3.135	4.5825	3.925	3.515
b1705	2.6225	3.7075	2.215	2.955
b1706	1.61	2.7075	2.06	1.1925
b1707	0.9525	0.7725	0.92	1.1625
b1708	0.71	0.64	0.725	0.875
b1709	0.8125	1.0625	1	0.79
b1710	0.685	0.94	0.815	0.67
b1711	1.955	2.4425	2.225	1.3825
b1712	0.7725	0.925	1.005	0.68
b1713	0.595	0.625	0.645	0.4425
b1714	1.36	2.275	1.72	1.4375
b1716	1.605	1.5125	1.92	3.625
b1717	1.0725	1.105	1.12	1.6675
b1718	1.71	1.81	2.245	2.005
b1719	1.0075	1.1625	1.225	1.1675
b1720	0	0	0	0
b4494	0.3825	0	0	0.89
b1722	1.225	1.1775	1.505	2.3075
b1723	0.67	0.82	0.55	0.63
b1724	0.5425	0.3575	0.31	0.4625
b1725	0.2825	0.1725	0.22	0.4475
b1726	1.035	1.0125	1.12	1.435
b1727	1.4275	1.335	1.415	1.0375
b1728	1.005	1.0975	1.575	2.1275
b1729	4.79	6.695	5.19	3.39
b1730	1.4325	1.0675	3.93	2.71
b1731	1.2625	2.075	2.095	1.395
b1732	0.4075	0.1925	0.075	0.1675
b1733	1.1825	1.0675	1.035	0.9425
b1734	1.65	2.015	1.765	1.645
b1735	1.3175	1.0525	1.565	2.62
b1736	0.9975	0.9175	1.095	1.045
b1737	0.8675	0.8225	1.035	0.9475
b1738	0.57	0.6375	0.585	0.68
b1739	0.2775	0.1525	0.17	0.2825
b1740	0.93	0.8175	1.025	1.4525
b1741	2.6425	2.535	2.575	2
b1742	0.975	1.37	0.59	0.465
b1743	1.16	0.7625	0.86	0.985
b1744	0.285	0.1025	0.135	0.235
b1745	0.1925	0.1225	0.12	0.1975
b1746	0.5225	0.395	0.465	0.565
b1747	0.0425	0.015	0.035	0.0525
b1748	0.12	0.025	0.035	0.0425
b1749	1.3525	2.1475	1.505	1.165
b1750	0.8525	0.645	0.985	2.6325
b1751	0.81	0.515	0	0.785
b1752	0.975	0.805	1.035	0.995
b1753	0.84	0.6625	0.88	1.0175
b1754	0.7075	0.6825	0.92	0.9575
b1755	1.5425	1.21	1.38	1.78
b1756	1.5025	1.6925	1.76	1.32
b1757	0.545	0.5625	0.7	0.8625
b1758	1.405	1.395	1.5	1.47
b1759	1.26	1.08	1.39	2.8375
b1760	0.71	0.9175	1	0.6275
b1761	1.355	1.8125	1.81	3.7
b1762	3.14	4.185	5.385	3.8975
b1763	1.3625	2.075	1.92	1.38
b1764	0.83	1.1375	1.14	0.9725
b1765	1.155	1.9075	1.115	1.075
b1766	1.035	1.025	1.04	1.0725
b1767	1.4525	1.5325	1.82	1.195
b1768	0.9375	0.9	0.965	1.405
b1769	1.3525	1.3575	1.585	1.5975
b1770	0.6	0.5875	0.715	1.255
b1771	1.3575	1.22	1.21	1.455
b1772	1.13	0	0	0.58
b1773	0.4075	0	0	0.865
b1774	1.2575	0.2525	0.725	0.9925
b3823	0.9475	0.9425	1.19	0.985
b3824	0.7075	0.7325	0.96	1.29
b3825	1.37	1.9875	2.03	1.5075
b3826	1.1225	1.0925	1.225	1.335
b3827	1.4075	1.4425	2.5	1.915
b3828	4.85	1.98	1.63	1.3975
b3829	4.485	8.345	4.415	5.4975
b3830	0.315	0.0825	0.105	0.1825
b3831	0.25	0.3175	0.33	0.29
b3832	0.38	0.5025	0.43	0.4825
b3833	0.905	1.2375	1.035	0.865
b3834	0.965	0.7675	0.695	0.8975
b3835	1.0675	1.415	1.395	1.1525
b3836	0.9225	0.975	0.99	1.0275
b3837	1.18	1.0475	1.08	1.17
b3838	1.5375	1.7075	2.065	1.75
b3839	2.175	2.13	2.065	2.7275
b3840	3.6	5.3025	4.09	2.8725
b4483	2.5075	3.635	2.505	1.5375
b3842	1.7175	2.5425	2.235	1.62
b3843	0.8225	0.8825	1.04	1.1475
b3844	0.7725	0.8275	0.775	1.08
b3845	0.1025	0.0675	0.075	0.07
b3846	0.0675	0.05	0.05	0.05
b3847	0.7775	0.84	0.845	0.7375
b3848	1.2425	1.235	1.415	1.2275
b3849	0.9975	0.885	1.23	1.5725
b3850	0.945	1.0225	1.105	1.2575
b3856	1.03	1.165	1.315	1.3625
b3857	1.0925	0.775	0	0.9175
b3858	1.0475	1.17	1.255	1.5825
b3859	1.28	1.97	1.7	1.4725
b3860	1.2375	1.6175	1.505	1.9475
b3861	1.1125	1.1275	1.375	2.255
b3862	1.5075	1.675	1.97	2.105
b3863	0.7975	0.9225	1.075	1.5625
b3865	1.1825	2.14	1.53	1.6025
b3866	0.755	1.235	0.885	0.5875
b3867	1.3425	1.32	1.315	1.6825
b3868	6.1325	3.35	2.73	2.4125
b3869	4.5875	3.7875	2.715	1.6
b3870	7.465	6.5525	3.13	2.905
b3871	2.075	1.59	1.78	1.8775
b3872	0.245	0.3475	0.19	0.6075
b3873	0.43	0.4425	0.305	0.44
b3874	1.3075	0.795	0.64	1.745
b3875	0.2775	0	0	1.6175
b3876	0.715	0.855	1.445	2.9475
b3877	0.29	0.0025	0.125	0.1075
b3878	1.13	4.225	3.295	0.37
b3879	0.255	0	0	0.4375
b3880	0.77	0.275	0.05	0.4025
b3881	0.0025	0	0	0.1475
b3882	0.5475	0.2225	0	0.685
b3883	0.715	0.775	0.835	0.6375
b3884	0.3675	0.4425	0.47	0.4875
b3885	0.38	0.38	0.5	0.5775
b3886	0.4925	0.41	0.46	0.4925
b3887	0.58	0.5825	0.605	0.79
b3888	0.655	0.4525	0.505	0.6725
b3889	0.685	0.455	0.66	1.785
b3890	0.6175	0.5175	0.55	1.03
b3891	0.9175	0.8975	0.86	0.7975
b3892	0.6275	0.555	0.65	0.3925
b3893	0.715	0.6875	0.865	0.4475
b3894	0.635	0.6375	0.715	0.3725
b3895	1.3925	1.785	1.505	0.8725
b3896	1.5425	0.1425	0.925	1.345
b3897	0.49	0.4075	0.48	0.62
b3898	1.255	1.67	0.51	1.1525
b3899	0.5425	0	0	0.825
b3900	0.735	0.43	0	0.685
b3901	0.4825	0.1575	0.815	0.43
b3902	0.32	0.2375	0.58	0.51
b3903	0.5525	0.1525	0.77	0.42
b3904	0.155	0	0	0.005
b3905	0.155	0.245	0.08	0.1475
b3906	0.1	0.1125	0.105	0.28
b3907	1.07	1.1925	1.405	1.34
b3908	0.725	1.26	0.58	0.5925
b3909	0.42	0.4	0.455	0.565
b3910	0.96	1.2325	1.21	0.86
b3911	1.44	1.865	1.76	1.3275
b3912	0.78	0.775	0.71	0.8025
b4484	0.8075	1.065	0.69	0.43
b3914	0.8425	0.8075	0.75	0.74
b3915	1.215	1.445	1.555	1.0225
b3916	1.4925	1.2125	0.885	0.705
b3917	5.64	17.07	8.845	2.8925
b3918	2.545	3.9475	4.3	4.2475
b3919	0.7125	1.0475	0.57	0.6975
b3920	1.8025	1.97	2.105	2.715
b3921	1.1	0.8975	0.99	1.2325
b3922	0.8375	0.79	0.845	0.99
b3923	0.7125	0.565	0.735	0.9275
b3924	0.89	0.9	0.7	0.7875
b3925	1.2075	1.86	1.4	1.3
b3926	0.2675	0.125	0.11	0.1325
b3927	0.1975	0.175	0.165	0.1625
b3928	0.9325	0.965	1.155	2.505
b3929	1.225	0.9325	1.065	1.6075
b3930	0.9	0.8925	1.045	1.59
b3931	0.815	0.57	0.765	1.8875
b3932	0.4425	0.425	0.435	0.8175
b3933	1.07	1.1875	1.24	1.5125
b3934	0.2975	0.3675	0.39	0.495
b3935	1.8425	4.7225	3.715	2.2775
b3936	2.0125	2.6825	1.465	1.8075
b3937	5.545	6.9875	6.935	3.0975
b3938	3.3575	2.755	1.92	2.07
b3939	13.4675	9.47	4.395	2.645
b3940	7.22	7.5925	4.29	3.7575
b3941	10.88	9.09	5.495	5.42
b3942	0.6775	0.5175	0.38	0.38
b3943	1.3725	1.325	1.65	2.125
b3944	1.215	2.0175	1.51	1.19
b3945	0.7575	0.7125	0.84	0.8275
b3946	0.645	0.795	0.715	0.5525
b3947	1.2625	1.69	1.46	1.8725
b3948	0.3675	0.0025	0	0.325
b3949	0.545	0.005	0	0.2625
b3950	0.5975	0	1.055	0.5675
b2526	1.37	1.625	1.335	1.1925
b2527	1.1675	1.5925	1.485	1.5025
b2528	1.09	1.255	1.085	0.94
b2529	0.9475	1.155	0.995	0.8875
b2530	0.8175	1.1075	0.71	0.58
b2531	0.885	0.9625	0.85	0.5575
b2532	2.11	2.37	2.45	2.16
b2533	1.925	2.67	1.855	1.59
b2534	0	0	0	0.3125
b2535	0.255	0.245	0.28	0.33
b2536	1.685	1.915	2.105	1.2375
b2537	0.055	0.0425	0.055	0.115
b2538	0.9825	0.6575	0.88	1.0725
b2539	1.035	0.6575	0.77	1.085
b2540	0.8825	0.78	0.905	0.7225
b2541	0.8625	0.6125	0.74	0.665
b2542	0.84	0.5825	0.73	0.9025
b2543	0.28	0.125	0.22	0.3225
b2544	0.8375	0.63	0.675	0.6575
b2545	0.825	0.75	0.8	0.7475
b2546	0.7725	0.85	0.995	0.5525
b2547	1.055	1.8725	1.285	0.8175
b2548	1.1425	1.48	1.105	0.8775
b2549	0.4925	0	0	0.0025
b2550	0.9675	1.2725	0.805	0.75
b2551	1.6975	2.5475	2.31	2.31
b2552	1.315	1.4425	1.335	0.95
b2553	1.145	1.405	1.67	1.9725
b2554	1.7275	2.91	3.165	2.7275
b2555	1.1775	1.4175	1.415	1.2675
b2556	1.1	1.2	1.24	1.065
b2557	1.69	2.2225	1.66	1.4525
b2558	2.895	4.19	3.39	2.81
b2559	3.0025	6.5775	4.855	2.6725
b2560	0.9025	0.8175	0.69	0.6925
b2561	1.2275	1.615	1.69	1.0775
b2562	3.2425	5.305	5.005	4.9975
b2563	1.46	1.8625	1.905	1.7375
b2564	1.2275	1.1675	1.37	1.42
b2565	1.495	2.0325	1.755	1.605
b2566	1.935	2.815	3.025	1.86
b2567	1.07	1.2925	1.195	0.8475
b2568	1.2175	1.055	0.945	0.825
b2569	1.4275	1.2625	1.11	0.9975
b2570	1.7525	1.245	1.36	0.91
b2571	1.0375	0.545	0.525	0.61
b2572	0.6025	0.4675	0.47	0.41
b2573	0.4925	0.3625	0.37	0.395
b2574	1.6525	1.585	1.955	1.9425
b2575	1.895	2.6	2.475	2.245
b2576	1.6375	2.355	1.88	1.415
b2577	1.03	1.245	1.05	1.11
b2578	1.26	1.125	1.425	1.345
b2579	0.665	0.68	0.8	0.845
b2580	0.9825	1.1325	1.11	0.935
b2581	1.0825	1.0625	1.12	1.65
b2582	1.1925	1.3025	1.435	1.36
b2583	2.5075	2.605	2.425	1.9925
b2584	0.345	0.425	0.445	0.32
b2585	0.6275	0.575	0.62	0.65
b2586	1.41	2.045	1.63	2.0875
b2587	0.505	0.315	0.575	0.97
b2592	0.83	0.555	0.635	1.4425
b2593	1.08	1.365	1.445	1.6075
b2594	0.8175	1.0475	0.92	0.73
b2595	0.8625	0.7525	0.92	0.9
b2596	0.4675	0	0	0.9225
b2597	0.125	0.0625	0.075	0.0975
b2599	0.8925	0.655	1.045	2.3175
b2600	3.3325	4.275	2.855	4.4575
b2601	2.625	2.9975	2.745	4.415
b2602	0.7225	0.9425	0.76	1.2775
b2603	1.56	1.5725	1.465	1.79
b2604	1.385	1.3875	1.23	2.05
b2605	1.5175	2.2775	1.735	1.5325
b2606	1.0575	0.7775	0.79	0.8925
b2607	1.6975	1.8575	1.705	1.9975
b2608	1.445	2.4075	1.9	1.55
b2609	1.305	1.94	1.235	1.2875
b2610	1.4125	1.795	1.87	1.27
b2611	1.055	1.33	1.67	1.4075
b4461	0.93	0.8525	0.955	1.24
b2613	1.7475	1.6325	2.025	3.015
b2614	0.675	0.7525	0.66	0.9425
b2615	1.035	1.0675	1.005	1.165
b2616	1.3525	1.27	1.13	1.1775
b2617	0.745	0.6925	0.705	0.86
b2618	1.65	2.625	2.49	2.815
b2619	1.9025	2.9125	2.805	3.3375
b2620	1.95	2.21	1.91	1.6325
b2622	1.25	1.0125	1.13	1.5675
b2623	1.68	2.0425	2.405	1.9975
b2624	1.41	2.1575	1.715	1.715
b2625	1.2125	3.4	1.255	1.2325
b2626	1.14	0.5875	0.57	1.935
b2627	1.01	1.045	1.25	1.3275
b2628	1.5725	1.5225	1.675	1.1775
b2629	0.75	1.425	1.425	1.87
b2630	1.155	1.3775	1.505	1.745
b2631	0.705	0.945	0.85	0.9875
b2632	0.5375	0.4025	0.55	0.92
b2633	0.49	0.4425	0.46	0.6075
b2634	0.9275	0.695	1.995	0.635
b2636	1.0825	1.3575	1.325	1.1375
b2637	0.97	0	0	0.8725
b2638	0.385	0.3625	0.325	0.6575
b2641	1.31	1.08	1.67	1.475
b2641	1.62	1.145	0.96	1.4025
b2642	1.9925	1.7875	1.875	2.21
b2643	1.685	4.8725	3.235	1.2025
b2644	1.445	1.2925	1.28	1.7
b2645	0.5175	0.425	0.245	0.75
b2646	0.925	0.235	0	0.565
b2647	1.0725	1.185	1.325	0.8475
b2650	0.9525	0.475	1.24	2.6325
b2650	1.3075	1.8925	1.11	0.9425
b2653	2.42	2.425	2.91	6.345
b4462	1.13	0.3	0.69	2.8275
b4462	0.26	0	0.005	0
b2656	0.94	0.55	0.655	0.7
b2657	0.2525	0.2775	0	0
b4462	0.395	0.355	0	0.8925
b2659	0.05	0.035	0.03	0.055
b2660	0.09	0.055	0.065	0.1025
b2661	0.345	0.2425	0.15	0.195
b2662	0.4725	0.105	0.11	0.115
b2663	0.5075	0.1125	0.035	0.1475
b2664	1.0225	0.79	0.88	0.8875
b2665	0.48	0.2175	0.255	0.4575
b2666	0.3625	0.4875	0.81	1.3275
b2667	1.015	0.92	0.95	1.1625
b2668	1.07	2.1625	1.14	1.1325
b2669	0.945	3.3025	3.475	2.9025
b1511	0.3175	0.3025	0.315	0.2675
b1512	0.115	0.1025	0.16	0.1325
b1513	0.05	0.11	0.08	0.0375
b1514	0.045	0.0525	0.035	0.025
